Gene Name,KO1,WT1,KO3,WT3
C1ra,14.936037,0.949355,29.460529,4.555031
C1rl,3.311321,0.227653,10.053012,1.489034
C1s1,25.749472,1.21271,39.696331,8.457216
C2,45.863422,4.841997,100.868782,23.987383
C2cd4c,1.120749,0.022402,2.159159,0.121727
C2cd5,66.571877,22.446182,81.110161,29.517271
C3,7.064637,1.276599,12.284179,2.014319
C430014B12Rik,0.287347,0.002694,1.032355,0
C430049B03Rik,16.891184,0.4323,20.582848,1.205419
C77080,6.716893,0.774992,10.306469,1.715823
Cabin1,53.95821,13.289117,97.008659,23.292137
Cabp1,19.588486,5.91524,22.976322,4.902287
Cacna1b,2.498738,0.346711,5.433802,0.555789
Cacna1c,2.033085,1.534487,4.692798,1.312515
Cacnb2,1.459386,0.162263,3.758456,0.943866
Cacnb3,9.367537,0.30153,10.19309,0.208196
Cacng7,13.581248,0.972419,14.331751,0.577412
Cacybp,224.288986,44.568008,144.23204,32.933838
Cad,33.399044,3.761863,78.666862,11.980572
Cadm1,89.608925,32.38797,132.353699,29.97764
Cadm4,10.427279,0.318373,8.515365,1.270665
Cald1,8.8997,0.484385,11.335667,1.849561
Calhm2,4.016059,0.073839,10.994348,0.261347
Calr,2321.824951,541.617126,1544.63916,601.842346
Calr4,8.002255,1.058935,11.277934,0.929
Calu,64.95652,6.754555,107.846107,12.902019
Camk2b,2.377928,0.703526,9.700049,0.839735
Camk2d,8.843184,0.83431,13.014127,1.815636
Camkk1,3.68804,0.135044,6.205096,0.582831
Camkk2,30.069256,2.453641,80.530655,5.944255
Camsap3,14.980872,2.124442,34.239185,2.853412
Capg,11.356112,0.904289,13.664946,1.414919
Capn1,5.45066,0.36282,9.216942,1.187574
Capn5,1.923762,0.135547,4.528798,0.38895
Capn6,10.456622,0.395089,27.731571,1.416658
Capn7,21.914984,4.716033,36.389091,6.748134
Caprin2,57.372086,8.681042,73.275963,13.201375
Car11,4.041421,0.109288,4.508693,0.420557
Car5b,6.379085,0.3361,14.204081,1.257299
Car7,9.443005,0.723438,20.516695,1.352289
Card10,6.592989,0.638288,14.676037,0.809337
Carhsp1,62.142719,19.849077,85.761528,21.334391
Carmil1,23.621796,8.37908,50.485653,12.020582
Carmil3,6.000906,0.41435,7.703891,0.46528
Cars2,18.809345,4.737872,29.290623,6.014417
Cartpt,3.993409,0,2.457627,0
Casd1,14.135139,6.116203,21.890682,5.88769
Cask,3.272124,0.114216,7.041859,0.449395
Caskin1,37.06271,1.038503,84.400085,3.607777
Caskin2,4.104581,1.07253,9.408647,2.495669
Casp2,15.935039,5.014092,28.970921,6.226359
Casp3,5.780149,0.132528,7.583105,1.028588
Casp4,8.658554,0,3.118788,0
Casp6,23.334919,1.388413,34.614487,4.333902
Casp7,9.813954,0.686862,12.990799,0.931116
Casp8,5.761826,0.517385,10.025352,0.689082
Casp8ap2,13.565625,4.252382,23.939806,5.795412
Casq2,2.288264,0,3.293531,0.504164
Castor1,17.26454,1.129487,25.257347,1.752835
Castor2,3.437605,1.427108,8.289354,1.315557
Cat,20.132671,2.681826,43.516376,7.13419
Cav1,9.794563,0.161198,11.75719,2.082376
Cav2,2.217037,0.181134,5.4785,0.597842
Cavin1,26.163559,0.784935,34.792225,5.292178
Cbfa2t3,1.130438,0.183906,2.625232,0.267718
Cbln3,2.889926,0.675784,3.978252,0.443931
Cbr2,31.837006,0.60715,8.746228,0.611464
Cbr3,4.942027,0.371195,8.823256,1.415142
Cbx2,13.33736,0.733411,20.812107,1.191002
Cbx3-ps7,1.160295,0.747321,1.689569,0.801345
Cbx4,30.001505,0.491637,35.938362,2.083219
Cbx6,8.434487,0.477465,24.612904,4.834834
Cbx8,7.543577,0.368073,11.101959,0.323317
Cc2d2a,2.304022,0,4.266955,0.749901
Ccbe1,5.134027,1.589355,16.830898,2.287064
Ccdc102a,4.294078,0.353598,3.152386,0.248369
Ccdc107,107.703468,6.566463,95.774643,8.860461
Ccdc115,123.023842,26.730375,85.944618,28.244219
Ccdc120,6.792105,0.173418,15.005891,0.178828
Ccdc122,36.67347,9.548015,30.759411,10.250241
Ccdc141,2.0916,0.361941,3.679595,0.386872
Ccdc149,1.52774,0.093554,3.410175,0.112446
Ccdc152,100.317192,7.296874,70.101982,2.471074
Ccdc160,16.823078,2.008387,27.027445,2.524756
Ccdc18,35.646206,10.847315,57.519455,9.274491
Ccdc25,43.465305,9.930412,51.512505,10.751542
Ccdc28b,43.823837,8.185716,68.197472,11.572927
Ccdc57,30.073664,10.07473,43.406082,10.414543
Ccdc59,30.448246,7.042774,29.034693,7.421274
Ccdc6,15.52431,7.833871,32.405796,6.271765
Ccdc69,7.004291,0.204979,9.20366,0.794967
Ccdc71l,11.470824,3.345768,15.377025,3.367272
Ccdc8,4.793797,0.378842,10.878023,2.809102
Ccdc85b,6.842239,1.049368,7.111992,0.975154
Ccdc9b,1.844251,0.101795,4.114348,0.245634
Ccl2,23.392921,0.212475,4.521047,0.535519
Ccl3,11.416116,0,1.124029,0.290561
Ccl7,17.146069,0,2.013571,0.198172
Ccl8,17.799644,0.408605,7.647507,0
Ccm2,40.298767,9.898946,46.265476,11.734782
Ccn1,40.879932,1.993111,31.555115,1.739181
Ccn2,21.530012,1.691229,20.587364,2.964499
Ccna2,35.054916,4.881077,33.6423,2.593243
Ccnb3,6.102918,0.27232,7.366522,0.456856
Ccnd1,14.174534,1.335331,22.804195,2.113615
Ccnd2,8.072831,0.287926,11.188764,1.139157
Ccng1,14.137698,1.353895,24.892956,3.715267
Ccng2,14.496907,2.640383,20.238588,3.115553
Ccnjl,3.946609,0.353063,9.938101,0.705217
Ccnl1,186.978531,53.472187,168.141815,43.726547
Ccnt1,14.110689,5.535525,27.622864,6.497758
Ccnt2,19.87797,5.182019,38.809875,9.603881
Ccrl2,3.668395,0.235922,1.138347,0.095566
Cd14,14.293448,0.29522,6.257653,1.014604
Cd151,135.456497,26.676468,238.418427,58.798794
Cd163,1.723143,0,2.044402,0.073151
Cd1d1,1.637273,0.36814,4.98173,0.237374
Cd209f,7.119357,0.076815,1.160042,0.255436
Cd24a,25.711992,4.503416,21.200132,4.289582
Cd274,5.361483,1.231263,8.27293,2.452317
Cd276,2.364631,0.071438,3.198287,0.375971
Cd2ap,40.991619,2.456037,65.958168,5.568602
Cd302,38.449398,2.477371,43.536701,5.439894
Cd34,14.803488,1.599435,14.069617,2.943495
Cd3e,4.878245,0.054011,5.726151,0.2554
Cd47,17.736193,1.473732,32.867912,6.052023
Cd59a,17.750273,2.235689,30.786551,6.965645
Cd68,16.440115,2.806498,9.886753,1.558701
Cd72,14.006757,12.654952,5.607641,4.568741
Cd74,28.714209,2.525396,12.38517,1.333151
Cd81,162.678726,9.341316,323.673828,40.72213
Cd82,95.566628,9.381104,95.64093,17.226322
Cd83,7.590106,0,1.212812,0
Cd9,24.924927,1.924858,20.53693,2.330983
Cd99l2,13.589333,0.590076,28.597971,2.133896
Cdc16,62.516479,13.256795,65.427063,13.540489
Cdc25b,6.523568,0.401851,8.247303,0.503313
Cdc42,292.376953,45.602089,264.374939,56.777637
Cdc42bpb,59.795956,5.372396,116.550354,14.621942
Cdc42ep1,4.834495,0.346265,10.263677,0.814583
Cdc42ep5,57.973473,4.55492,90.281212,10.073669
Cdc42se2,81.182945,11.072208,124.187302,19.765825
Cdca7,31.148731,1.178677,37.608669,1.909185
Cdcp3,0.336965,0.142788,1.171208,0.070352
Cdh15,2.280217,0.147782,2.619741,0.187852
Cdh23,19.044338,4.96768,52.152451,7.643189
Cdipt,43.294941,12.013721,54.669693,12.587245
Cdk16,68.423538,15.937297,138.20546,21.420057
Cdk2ap1,103.904007,13.666924,108.678154,17.254108
Cdk2ap2,88.204086,4.562306,97.202599,9.245676
Cdk4,143.063599,22.684462,134.312271,32.857899
Cdk5,60.144917,2.758969,76.763191,4.006285
Cdk5r1,3.081383,0.409641,4.600255,0.255439
Cdkn1a,35.623745,1.967405,34.786327,2.474877
Cdkn1b,11.614559,0.387221,27.010509,1.524306
Cdkn1c,23.425577,7.813732,14.707205,6.011882
Cdkn2b,18.126444,4.263613,20.628054,2.158398
Cdo1,18.301683,0.726893,26.61035,2.003375
Cdon,4.812,0.29655,14.649099,2.652213
Cdr2l,12.062521,0.917579,19.693266,2.411809
Cds2,17.81251,6.835925,39.138992,9.676642
Cdt1,27.74951,1.243812,35.839333,2.579205
Cebpa,11.697851,0.671912,18.365191,3.118986
Cebpb,57.499237,1.961009,45.543282,6.047491
Cebpd,34.746071,2.531182,29.894251,5.377283
Cecr2,14.394657,3.78429,31.944252,6.851128
Celf1,72.429344,20.014587,95.715767,28.669527
Celf2,17.970434,1.305957,53.266838,4.643422
Cemip2,2.520438,0.185175,4.891109,0.570593
Cenpa,60.845032,2.159999,45.418591,2.211612
Cenpb,22.761753,1.134974,39.655479,5.091299
Cenpm,55.516262,10.260318,43.540726,9.10147
Cep170b,29.561399,1.861912,76.205338,5.223176
Cep68,22.660769,5.030763,36.266613,11.724732
Cercam,10.015699,1.194388,14.46161,2.134351
Cerox1,4.713892,0.116686,11.970932,0.154385
Cers2,108.202881,8.75591,132.059555,14.058521
Cers4,3.519657,0.380249,6.122218,0.866925
Cers5,85.364204,10.85183,108.442055,14.804203
Cers6,6.723269,0.643988,17.583187,1.400323
Ces1d,41.807392,3.59116,149.161758,16.89682
Cetn2,25.290716,2.427299,25.982943,1.965999
Cfh,3.405216,0.253667,2.466955,0.260995
Cfl1,579.92749,138.154251,518.261902,229.851578
Cflar,5.749116,1.984774,17.80604,4.736423
Cfp,6.468367,0.416663,6.860529,0.194745
Cgn,60.210552,2.510737,119.535355,5.668369
Cgnl1,13.743718,5.488029,39.611462,6.612031
Champ1,26.910221,8.118872,36.631935,9.938714
Chchd10,252.349396,22.56292,256.550415,40.852791
Chchd2,1222.671875,344.10379,872.715027,345.242523
Chchd4,30.927401,9.121294,23.800159,10.019512
Chd3,106.107437,33.207905,134.369171,50.26247
Chd6,13.620329,0.876692,33.376747,2.688116
Chd7,2.928962,0.90328,6.752149,1.348877
Chek2,5.984819,1.07794,6.243039,2.009114
Chga,16.757105,2.22419,18.097532,2.290331
Chic1,0.994823,0.028826,1.865985,0.18858
Chm,2.022682,0.27614,5.057083,0.387987
Chmp4c,0.326965,0.07319,0.708808,0.07751
Chmp7,74.174583,21.423723,92.994438,27.29818
Chordc1,32.952362,8.20354,36.785309,11.64576
Chp2,22.472002,0.77282,42.403011,2.320894
Chpf,65.991638,13.212418,118.050827,14.953939
Chrd,2.686138,0.208084,9.393952,1.347296
Chrdl1,1.612178,0.023434,1.383854,0.081094
Chst10,2.969397,0.169401,3.6849,0.125658
Chst12,5.012479,0.271654,8.820075,0.861282
Chst14,3.280672,0.382174,3.453205,0.323532
Chsy1,6.674054,0.533356,11.951157,1.401589
Chuk,52.484322,15.250538,86.326836,23.741327
Cidea,20.371519,0.490967,25.202133,1.011244
Cirbp,724.989563,195.517029,475.15274,209.420853
Cisd2,21.868723,8.093112,27.80765,6.71569
Cish,31.49752,4.423106,26.006445,2.980149
Cited1,191.343399,4.228439,246.440216,13.790807
Cited2,87.50116,2.106339,162.531189,8.934196
Cited4,55.348095,4.195395,73.271553,5.431434
Ckap5,94.809036,30.928635,139.776169,47.695816
Ckb,12.382254,0.692323,9.852352,1.070384
Ckm,0.733166,0,0.786234,0
Cks1b,91.65461,14.773405,74.813622,16.363037
Clasp2,27.086039,11.248755,65.160408,19.856291
Clca3a2,0.492807,0,1.215339,0
Clcn2,110.757874,28.82659,170.490799,45.216179
Clcn5,4.357214,0.177372,16.147751,1.323177
Clcn7,46.32576,8.932636,67.222603,17.533356
Cldn11,237.709152,7.329926,375.842529,17.285278
Cldn12,18.913174,4.355834,21.832096,5.846066
Cldn23,0.634241,0,2.406793,0.114325
Cldn4,2.833343,0.028431,2.149987,0
Cldn5,7.403917,0.272927,19.999281,2.143918
Cldn7,13.355808,2.161395,12.236928,1.856975
Cldnd1,39.944862,14.191043,43.542088,13.194553
Clec12b,38.353985,1.470756,50.839222,1.668511
Clic1,78.638161,5.975011,90.2752,7.545094
Clic6,2.830488,0.33195,3.581533,0.326342
Clip2,4.406219,0.605845,5.710315,0.252926
Clip3,15.10957,4.072538,25.9137,4.316077
Clk1,115.114418,43.91766,126.734802,38.039524
Cln3,43.257477,14.34015,44.639999,13.943393
Cln5,14.018533,0.574182,21.884272,2.196518
Cln8,3.195551,0.604985,4.539316,0.837785
Clock,20.24824,6.628058,41.773563,11.9941
Clpp,67.344788,16.866701,67.112007,25.221651
Clspn,17.25701,2.889637,27.113422,4.061104
Clstn1,45.479176,2.84096,87.119606,7.177677
Clta,213.953461,29.928404,183.4216,40.862194
Cltb,41.3978,2.741411,53.581051,3.064629
Clu,2665.280273,97.274734,4446.394531,309.541504
Clybl,9.597625,0.534668,13.768778,1.780966
Cmas,75.154053,17.773075,101.022713,17.719976
Cmbl,23.720367,2.064512,50.155128,10.087687
Cmip,9.658049,0.869646,28.097851,2.903116
Cmpk1,31.804926,7.864245,32.572903,9.063284
Cmtm3,24.97566,1.643845,43.144211,1.990178
Cmtm4,5.136881,0.781253,11.67852,1.549443
Cmtm7,14.742037,1.549213,24.147655,2.631374
Cmtr2,5.604666,0.483901,7.671939,1.130121
CN725425,26.617733,7.113923,34.741966,8.745617
Cnbp,860.877441,214.223633,647.357483,206.534607
Cnih1,48.16494,3.397042,52.28252,6.87445
Cnih4,26.566895,8.912296,22.710241,8.604237
Cnksr2,1.389608,0.114238,2.873042,0.133595
Cnksr3,22.730864,1.047148,36.510597,1.670907
Cnn2,4.179612,0.34009,3.894835,0.605378
Cnn3,47.80497,0.979143,52.311779,3.588445
Cnnm1,6.750466,0.459759,20.904345,1.05066
Cnnm2,6.042695,1.69098,10.318424,2.033804
Cnnm3,11.940851,4.06726,26.277664,8.376305
Cnot6l,11.965405,3.07812,21.726654,5.434844
Cnot8,68.673065,22.717325,71.490189,27.298717
Cnpy2,31.401434,2.681545,41.03783,5.501208
Cnpy4,14.892569,1.435862,13.349748,1.9459
Cnrip1,2.109825,0,1.988054,0
Cntnap1,1.447919,0.104887,3.85858,0.315056
Cobll1,9.172475,0.536902,22.76302,4.086742
Coch,2.430163,0.292122,4.812666,0.191952
Col18a1,37.037964,0.818273,67.385368,3.241498
Col1a1,11.990608,0.442564,7.86528,0.928592
Col1a2,27.343493,1.258606,22.978981,4.840166
Col27a1,2.558666,0.417259,7.370631,0.617868
Col3a1,18.038912,1.193216,14.993799,3.663038
Col4a1,18.935059,0.945434,23.915504,4.152422
Col4a2,13.05855,0.619593,16.515942,3.338381
Col4a3,1.825723,0.324993,3.446218,0.929255
Col4a5,3.916731,0.284317,7.935284,1.22091
Col5a1,7.424414,1.811913,10.571607,1.572586
Col5a3,1.650209,0.07538,1.682272,0
Col6a1,14.337265,0.774262,16.417149,3.558185
Col6a2,6.816301,0.208321,5.540332,0.730032
Col6a6,0.911006,0.143621,2.117887,0.204015
Col9a3,4.524138,4.380496,3.949604,4.162728
Colgalt1,63.212036,3.054382,115.876617,7.391462
Commd10,51.346928,16.148792,47.69389,19.322037
Commd4,78.04126,7.89655,70.005341,13.439047
Commd7,22.468241,6.150753,19.4636,7.488251
Comt,29.309467,2.313051,41.242664,3.958922
Comtd1,18.600548,0.476107,24.263365,1.612412
Copb2,190.51593,51.112503,203.985931,69.94796
Copz2,18.108341,1.026044,31.544342,4.97607
Coq10a,28.020838,3.304069,26.476564,7.19826
Coq2,83.651611,17.59918,85.785133,24.295895
Coq7,86.817406,14.818357,63.728622,18.552551
Coq8a,25.897255,1.526147,51.654289,8.750102
Corin,12.426751,3.232258,38.758949,5.489826
Coro1a,5.999881,0.179276,4.046127,0
Coro1c,55.324783,7.683616,71.077667,13.513705
Cox14,58.02253,10.688862,54.247841,15.17546
Cox15,16.397675,2.371906,25.042831,4.515638
Cox6b1,182.003067,34.871078,173.591919,38.114922
Cox7a1,19.572142,0.955731,22.550993,3.566639
Cox7b,30.446697,1.326221,33.232838,6.555604
Cox8a,221.258636,15.368814,246.875061,43.267086
Cp,9.199552,0.295276,13.683756,2.516365
Cpe,326.655487,8.022824,592.51416,42.014084
Cpeb1,51.99741,5.367715,70.187737,6.992955
Cped1,4.391513,0.208497,11.897854,1.664627
Cpne2,5.301529,0.488985,8.839821,1.392032
Cpne3,8.353374,0.584209,16.252674,0.922214
Cpne8,6.899688,0.322337,13.492675,0.443552
Cpox,9.091528,1.867574,14.972852,2.58344
Cpped1,12.723413,4.270949,27.15962,6.718256
Cpq,44.61631,12.779927,81.785088,19.178719
Cpsf6,53.345146,13.443384,67.583275,16.039694
Cpt1a,31.905531,3.086031,90.346748,11.763585
Cpxm1,21.702068,8.436799,46.357235,9.949944
Cpz,3.115651,0.152191,1.865045,1.078716
Cr1l,21.336842,1.367134,30.406284,4.060926
Crabp1,74.528542,1.416753,68.225006,3.540827
Crabp2,4.784714,0,2.21436,0
Cracr2b,5.753017,0.525397,8.456946,1.004462
Creb3,82.458351,16.057076,101.308601,20.828226
Creb3l1,13.936805,1.103745,38.893688,7.042997
Creb3l2,4.055814,0.427072,11.667858,1.601767
Crebl2,17.291897,6.287607,30.699791,9.291931
Crebzf,39.580566,22.379139,63.152798,18.716951
Creg1,71.817024,4.921866,123.663918,12.760089
Creld1,15.922812,3.509994,18.935041,7.346336
Crim1,5.651323,0.373805,11.350314,0.837029
Crispld2,5.732896,0.304089,5.471215,0.43833
Crlf3,35.462032,2.58091,46.107941,2.647637
Crmp1,8.350498,1.693255,9.26212,1.162782
Crocc,51.166534,11.218685,55.793999,9.608212
Crot,16.736691,4.547581,28.409065,8.313006
Crtap,42.437031,15.411077,84.75045,23.321489
Crtc2,72.524109,23.205421,81.513512,26.455948
Crtc3,17.699602,1.276019,40.992668,2.631448
Crybg1,1.728225,0.307334,3.080116,0.392508
Cryl1,18.092735,1.253011,24.186895,2.995809
Cryzl2,9.555477,2.835901,17.435404,3.980943
Cs,139.488846,30.990973,171.902603,52.386848
Csad,39.103561,4.920495,67.622025,7.886397
Csdc2,19.311279,0.404041,48.356586,2.660311
Cse1l,138.029282,34.757809,160.774323,39.232479
Csf1,11.040054,0.405892,16.657063,3.390588
Csf2ra,60.768894,7.181942,58.455433,7.852042
Csf2rb,1.05624,0,1.407512,0.144222
Csgalnact2,6.370053,1.166764,9.665908,1.406348
Csk,67.431549,2.964967,84.540451,6.017553
Csnk1e,12.572719,0.487715,16.359741,1.262178
Csnk1g3,18.689028,6.636702,26.780029,7.46795
Csnk2a1,36.074295,6.243535,43.84848,8.571227
Cspg4,1.696232,0.071523,1.121638,0.46089
Cspg5,3.425955,0.835217,5.834033,0.519429
Csrp1,38.990562,3.663035,22.45825,5.996192
Cst12,557.797363,17.987436,721.883545,35.923706
Cst3,1031.119019,82.75972,1066.082031,205.146317
Cst9,565.563293,34.506092,744.668152,39.138721
Cstb,93.522171,7.261811,107.091095,18.059511
Cstdc1,57.470413,0.404225,57.659073,3.278661
Cstdc2,34.250618,2.092246,85.741501,14.462737
Ct55,12.781087,1.198219,23.015415,1.262807
Ctbp1,110.250374,19.351847,113.160927,27.759298
Ctbs,8.207985,7.845273,10.898568,7.380717
Ctdsp1,27.26775,4.229888,46.774475,7.000781
Ctdsp2,48.639534,7.064536,74.612144,10.572062
Ctdspl,17.582418,0.897964,33.156528,2.503821
Ctf1,24.923098,6.953012,22.536045,8.034316
Cth,3.386087,0.121524,6.855497,0.258665
Ctnna1,111.052994,6.352571,146.200623,11.424945
Ctnna2,10.21706,3.807302,20.253389,3.883502
Ctnnal1,37.523537,1.09751,71.161896,2.723975
Ctnnb1,302.371307,53.361774,400.780701,87.604675
Ctnnbip1,19.49329,1.76087,18.900011,2.747593
Ctps,71.413147,4.988751,75.477417,5.846539
Ctps2,7.252662,0.669689,13.741401,1.021536
Ctsa,32.658955,1.530373,38.414341,4.828644
Ctsb,80.332413,3.798906,131.863983,16.793503
Ctsc,8.823539,0.518842,7.731924,1.482134
Ctsd,253.646835,9.832026,309.54483,29.7654
Ctsf,84.388763,7.268937,116.955399,19.666279
Ctsh,25.635353,2.486864,35.726498,7.282409
Ctsl,386.468872,23.086039,472.048157,52.224743
Ctso,11.602047,2.252691,23.059605,3.044304
Ctss,16.591871,1.579882,5.878375,1.017233
Ctsz,35.927956,1.746984,36.467327,4.754418
Cttn,117.16243,27.0842,166.069336,43.237423
Cttnbp2,0.680886,0.272386,3.382269,0.594889
Ctu1,5.00736,0.509243,7.279122,1.27085
Cuedc1,4.2042,0.503198,6.088819,0.84206
Cul4b,40.127522,18.290567,64.339172,13.733332
Cul7,31.426809,1.263331,49.754307,2.906277
Cux2,2.812959,0.853254,5.396128,1.041163
Cx3cl1,12.860366,0.247705,22.41921,1.768473
Cxadr,2.31188,0.396968,3.463941,0.693302
Cxcl1,326.174591,2.550565,241.987213,19.763676
Cxcl10,202.849579,2.642495,129.872955,7.084398
Cxcl16,5.152219,3.197799,5.681055,3.84852
Cxcl2,18.657568,0.101064,1.788351,0.051677
Cxcr4,2.884873,0.387623,9.605605,0.774583
Cyb561,51.231583,9.633193,56.955212,13.331072
Cyb5r1,63.803406,4.211918,98.137253,6.858793
Cyb5rl,9.427944,2.255056,16.77652,2.342327
Cyba,25.716829,0.407797,19.514416,2.679523
Cybb,1.08837,0.021809,1.076725,0.130526
Cyc1,267.378754,47.570099,237.840073,72.25235
Cycs,78.156258,7.13227,77.358376,8.169802
Cyfip1,18.753954,1.153082,38.739986,2.703436
Cyfip2,2.765351,0.680702,7.185236,1.357417
Cyld,21.446495,3.647124,34.077618,4.717144
Cyp20a1,8.886374,0.307052,11.656118,1.213654
Cyp21a1,2.437299,0.976036,11.326351,0.793273
Cyp26b1,14.804085,1.555288,17.39994,3.664025
Cyp27a1,20.18243,1.814215,25.087673,3.582231
Cyp2d22,9.354507,3.023513,24.09297,4.619096
Cyp2s1,2.298969,0.077847,5.059566,0.132959
Cyp4f13,15.748185,1.240157,29.666214,4.004128
Cyp4f14,2.957503,0.146827,7.072774,1.268668
Cyp4f15,1.728777,0,5.904087,0.680901
Cyp4f17,3.099674,0.280203,5.489335,0.271113
Cyp4v3,1.696624,0.147945,2.818712,0.099688
Cyp51,33.661522,14.108955,65.375679,17.829023
Cyth3,52.96571,9.98389,82.286453,14.391265
Cytip,9.552555,0.343594,13.81428,0.576225
D030047H15Rik,0.47436,0.105894,3.23596,0.367487
D17H6S53E,4.176997,0.565995,11.751611,0.86824
D330041H03Rik,1.954129,0.729086,3.019297,0.669473
D5Ertd579e,29.736021,8.404851,39.775726,11.336457
D630045J12Rik,3.908185,1.285772,8.271811,1.593234
D7Bwg0826e,2.250319,1.308985,1.944302,0.964365
Daam2,54.223602,2.010499,153.26535,8.276456
Dab1,1.64936,0.497828,3.604846,0.417162
Dab2,7.042382,0.124319,5.439853,0.496808
Dab2ip,40.731037,12.70079,55.066586,19.575867
Dag1,56.907124,11.580074,127.427544,29.518839
Dagla,3.506956,0.675574,5.752794,1.035646
Daglb,3.424568,0.105951,6.779349,0.752729
Dapk1,2.013224,0.076396,2.409481,0.449078
Dapk2,6.174749,0.052274,5.057744,0.255989
Dars2,21.13154,4.985739,25.074848,6.075652
Dazap2,383.106293,122.468178,345.720642,123.017258
Dazl,748.81488,67.43689,617.086548,74.855156
Dbi,292.138428,74.83429,300.433167,93.999542
Dbp,32.325123,2.396481,51.833027,5.22393
Dbr1,28.309683,6.430976,25.924934,6.670747
Dbt,10.293985,1.618159,20.899727,2.856247
Dcaf12l1,6.330311,0.485752,16.962212,0.830445
Dcaf4,58.621029,1.914365,90.097038,4.582735
Dcaf8l,7.880552,1.043032,10.047245,0.797447
Dcakd,72.722954,18.67836,88.776306,27.318325
Dcbld1,7.586836,0.623052,9.907495,1.329965
Dcbld2,10.825215,3.548812,21.680307,4.950395
Dck,12.354652,0.734843,14.86893,1.119985
Dclk2,5.278709,0.171789,8.735874,0.250439
Dcn,79.729256,5.578721,41.532696,8.967491
Dcps,37.726032,26.117247,37.478233,29.354445
Dctd,6.9997,0.215028,10.718136,0.412627
Dctpp1,96.31073,11.337268,70.22821,18.553898
Dcun1d2,13.106548,4.391035,20.267094,7.849085
Dcxr,6.236983,0.522284,15.277263,1.18501
Ddah1,16.341223,0.424009,34.446228,1.717206
Ddah2,43.908928,1.598974,51.800407,2.086675
Ddb2,29.102634,3.559481,33.527561,6.463674
Ddhd2,26.186768,5.292748,44.97047,7.557407
Ddit4,44.178352,1.438705,74.943001,7.011818
Ddost,435.2789,106.601494,383.45163,151.675323
Ddr1,49.171627,1.520822,109.67849,3.431458
Ddr2,1.893355,0.164244,4.934493,1.013857
Ddx10,70.325279,18.760975,76.13089,21.693766
Ddx19a,23.570314,4.971054,35.466404,18.439417
Ddx3x,65.447548,2.220134,113.661621,8.186238
Ddx3y,12.938963,1.024511,24.734318,2.050407
Ddx55,29.709929,6.323928,30.352453,6.865527
Deaf1,46.706425,14.796436,50.083363,16.464409
Decr1,13.38357,3.26298,22.105175,5.276232
Decr2,6.702354,1.185009,12.868254,0.96148
Def8,6.090933,1.370843,10.866404,2.679872
Defb19,1235.020996,73.475006,1487.971313,162.44548
Defb36,282.721008,9.533771,303.803955,18.318148
Degs1,68.974968,8.689795,59.972439,11.236987
